ajoneuvoluokka,ensirekisterointipvm,ajoneuvoryhma,ajoneuvonkaytto,variantti,versio,kayttoonottopvm,vari,ovienLukumaara,korityyppi,ohjaamotyyppi,istumapaikkojenLkm,omamassa,teknSuurSallKokmassa,tieliikSuurSallKokmassa,ajonKokPituus,ajonLeveys,ajonKorkeus,kayttovoima,iskutilavuus,suurinNettoteho,sylintereidenLkm,ahdin,sahkohybridi,merkkiSelvakielinen,mallimerkinta,vaihteisto,vaihteidenLkm,kaupallinenNimi,voimanvalJaTehostamistapa,tyyppihyvaksyntanro,yksittaisKayttovoima,kunta,Co2,matkamittarilukema,alue,valmistenumero2,jarnro
O1,1995-10-20,13,01,,,19951020,,,,,,160,750,750,5650,1980,,,,,,,,Lewo,VL750/464,,,,,,,167,,,801,,879
M1,1994-08-30,,05,,,19940830,8,,,1,5,1170,1650,1650,4430,1700,1400,01,1790,66,4,,,Opel,4D VECTRA 1.8I-CDX-A-87/260,,,VECTRA-A,05,,01,049,,,022,W0L000087R,880
O1,1997-09-01,1,01,,,19970901,,,,,,160,,500,3810,1650,,,,,,,,Omavalmiste,241X125,,,,,,,140,,,741,,881
O1,1984-04-06,1,,,,19840000,,,,,,130,610,610,3250,1600,,,,,,,,Sukkela,600/2270,,,,,,,286,,,469,,882
O1,2006-05-05,1,01,,,20060505,,,,,,160,750,750,3900,1600,,,,,,,,Muuli,760 KL/255,,,760 KL,,,,297,,,733,,883
M1,2007-03-27,,01,VR51,01,20070327,0,,AC,,5,1505,1970,1970,4520,1820,1420,01,1990,95,4,,,BMW,5D 318I TOURING-VR51/276,,,318i,05,e1*01/116*0308*05,01,091,182,80881,002,WBAVR51030,884
M1,1997-09-03,,01,,5902106302,19970903,1,,AB,,5,1270,1710,1710,4580,1710,1430,01,1990,85,4,,,Mazda,4D HATCHBACK 626-2.0-GF-14F-2E/261,,,626,05,,01,536,,250804,371,JMZGF14F20,885
MUU,1984-11-05,509,01,,,19840000,,,,,1,3350,7500,,,,,02,3290,,,,,Volvo BM Valmet,505-4-4X4/2290,,,,02,,02,408,,,621,,886
MUU,,509,01,,,19710000,,,,,1,3730,,,,,,02,4190,,,,,Ford,COUNTY 4F-754-4X4/1820,,,,,,02,214,,,387,,887
M1,2003-09-30,,01,,5202222302,20030930,0,,AB,,5,1428,1835,1835,4200,1760,1410,01,1980,110,4,,,Audi,2D A3 HATCHBACK 2.0FSI-8P/258,,,A3,05,,01,609,173,139370,287,WAUZZZ8P94,888
M1,2004-09-27,,01,MS21,MS2142??,20040927,2,,AA,,5,1355,1850,1850,4470,1770,1430,01,1790,92,4,,,Volvo,4D S40 SEDAN 1.8-MS2142/264,,,S40,05,e4*01/116*0076*04,01,091,172,106528,008,YV1MS21425,889
M1,2004-10-04,,01,MW66,MW6642??,20041004,0,4,AC,1,5,1461,1960,1960,4510,1770,1430,01,2430,103,5,false,false,Volvo,5D V50 STW 2.4-MW6642/264,1,5,V50,05,e4*01/116*0076*04,01,091,203,240276,007,YV1MW66425,890
M1,2006-05-26,,01,KM1R,KM1R0H,20060526,8,,AC,,5,1290,1795,1795,4500,1780,1470,01,1590,82,4,,,Renault,5D MEGANE BREAK 1.6 16V-KM1R0H/269,,,MEGANE,05,e2*98/14*0272*23,01,179,166,183958,406,VF1KM1R0H3,891
O1,2005-05-26,13,01,,,20050526,8,,,,,110,450,450,4510,1590,1010,,,,,,,Aku,450K-2/390,,,450K,,,,420,,,791,,892
MUU,2001-07-20,114,01,,,19751226,,,,,1,360,,,,1510,,01,649,24,,,,KMZ,MT10/649,,,,01,,01,893,,,669,,894
MUU,1978-03-09,13,01,,,19780000,,,,,,130,,500,,1510,,,,,,,,Omavalmiste,,,,,,,,609,,,285,,895
M1,1999-05-14,,01,,5267095341,19990514,6,4,AB,1,5,1223,1680,1680,4150,1740,,01,1390,55,4,false,false,Volkswagen,4D GOLF 1.4-1J/250,1,5,GOLF,05,,01,179,156,213094,405,WVWZZZ1JZX,896
M1,2001-05-09,,05,E,E12,20010509,6,,AB,,5,1310,1740,1740,4520,1720,1410,01,1590,78,4,,,Nissan,4D PRIMERA HATCHBACK 1.6-FFAP11/260,,,PRIMERA,05,e11*93/81*0060*06,01,989,177,237421,637,SJNFFAP11U,897
L3e,2006-06-02,109,01,1,1,20060602,X,,,4,2,250,430,430,2140,740,,01,1299,129,4,,,Suzuki,GSX1300R-A11112/1299,,6,GSX1300R,02,e4*92/61*0012*09,01,749,,,718,,898
O1,1981-06-23,1,01,,,19810000,,,,,,120,520,520,2900,1480,,,,,,,,Muuli,PV500/1940,,,,,,,946,,,623,,899
MUU,,509,01,,,19700000,,,,,1,1530,,,,,,02,2500,,,,,Massey Ferguson,135/1830,,,,,,02,505,,,046,,900
O1,2006-08-17,1,01,,,20060817,,,,,,200,750,750,4270,1660,,,,,,,,Respo,271L-2/291,,,271L-2/291,,,,297,,,701,,901
O1,2004-09-14,1,01,,,20040914,,,,,,140,750,750,3850,1650,,,,,,,,Muuli,1250 XI/250,,,,,,,837,,,338,,902
MA,,107,01,,,19850000,,,,,1,240,,,3050,970,,01,497,30,2,false,false,Lynx,,5,,,01,,01,010,,,633,,903
MUU,,509,01,,,19720000,,,,,1,2230,,,,,,02,3400,,,,,Leyland,344/2030,,,,01,,02,271,,,328,,904
M1,2003-04-08,,01,,52670953CN,20030408,1,,AB,,5,1236,1710,1710,4150,1740,1420,01,1390,55,4,,,Volkswagen,4D GOLF HATCHBACK 1.4-1J/250,,,GOLF,05,,01,753,161,103733,011,WVWZZZ1JZ3,905
MUU,,509,01,,,19650000,,,,,1,2520,,,,,,02,3810,,,,,Ford,SUPER MAJOR 5000/2230-65,,,,,,02,179,,,408,,906
MUU,1984-01-13,13,01,,,19840000,,,,,,260,,700,,1540,,,,,,,,Omavalmiste,AVON RIDE II 1260,,,,,,,444,,,081,,907
N1,1999-02-22,,01,,,19990222,6,,,,3,1470,2220,2220,4440,1810,1920,02,1900,66,4,true,,Citroen,JUMPY 1.9 TD-BZDHXA-VAN/282,,,JUMPY,05,,02,284,,185200,315,,908
O1,2004-04-07,1,01,,,20040407,,,,,,240,750,750,3920,1630,,,,,,,,Farmi,75T/240+63,,,,,,,226,,,435,,909
M1,1999-09-15,,01,,,19990915,5,,,1,5,1135,1605,1605,4110,1710,,01,1590,55,,,,Opel,2D ASTRA HATCHBACK 1.6-TGF08/261,,,,05,,01,165,,201771,124,W0L0TGF08X,910
O1,2002-10-14,13,01,,,20021014,,,,,,150,750,750,5520,2100,,,,,,,,Sport-Trailers,M550V/453,,,M550V/453,,,,491,,,501,,911
M1,2007-10-19,,01,ZRE151(H),ZRE151L-DHMNKW(1A),20071019,0,,AB,,5,1335,1750,1750,4220,1760,1520,01,1590,91,4,,,Toyota,4D AURIS HATCHBACK 1.6-ZRE151L-DHMNKW/260,,,AURIS,05,e11*01/116*0305*00,01,092,166,118098,014,SB1KV56E80,912
M1,2005-06-28,,01,MH2,122,20050628,5,,AB,,5,871,1230,1230,3500,1500,1490,01,990,46,4,,,Chevrolet,4D MATIZ HATCHBACK 1.0-0M11CD/234,,,MATIZ,05,e4*01/116*0028*20,01,398,158,55773,153,KL10M11CD5,913
M1,1998-04-17,,01,,5902106102,19980417,8,,AA,,5,1250,1685,1685,4580,1710,1430,01,1990,85,4,,,Mazda,4D SEDAN 626-2.0-GF-12F-2E/261,,,626,05,,01,398,,245871,155,JMZGF12F20,914
M1,1996-10-10,,01,,,19961010,8,,,1,5,1605,1980,1980,4670,1760,,02,2460,103,,true,,Volvo,4D SEDAN 850 AUTOMATIC-LS72/266,,,,05,,02,418,,371378,338,YV1LS7206V,915
O1,1996-07-11,1,01,,,19960711,,,,,,190,750,750,4470,1680,,,,,,,,Muuli,850 K/295,,,,,,,402,,,731,,916
O1,1985-07-18,1,,,,19850000,,,,,,130,550,550,3600,1640,,,,,,,,Jullikka,55PW/2460,,,,,,,740,,,582,,917
MUU,1987-07-06,509,01,,,19870000,,,,,1,3130,7800,,,,,02,3920,,4,,,Zetor,7711/2260,,,,02,,02,791,,,927,,918
M1,2002-07-19,,01,,5313241302,20020719,2,,AB,,5,1393,1845,1845,4620,1770,1480,01,1990,100,4,,,Citroen,4D C5 HATCHBACK 2.0I-DCRFNC/275,,,C5,05,,01,564,197,229064,905,VF7DCRFNC7,919
M1,1996-05-06,,01,,,19960506,8,,,1,5,1250,1640,1640,4280,1690,1480,01,1790,85,4,,,Opel,5D ASTRA 1.8I 16V COMFORT-F-CARAVAN-51/252,,,ASTRA-F-CARAVAN,05,,01,734,,256132,242,W0L000051T,920
M1,1989-04-18,,01,,,19890000,2,,,1,5,950,1415,1325,,1650,,01,1390,,4,,,Nissan,2D SUNNY 1.4L HATCHBACK-RULN13LFQ/2430,,,SUNNY,05,,01,092,,120899,012,JN10RUN13U,921
MUU,1990-10-26,509,01,,,19901026,,,,,1,4250,8000,,,,,02,4400,,4,,,Valmet,343-4X4/2300,,,,02,,02,405,,,541,,922
MUU,,509,01,,,19730000,,,,,1,1970,,,,,,02,2590,,,,,Zetor,4712/1990,,,,02,,02,179,,,405,,923
O1,1993-04-30,1,01,,,19930430,,,,,,140,,650,2450,1620,,,,,,,,Omavalmiste,650/2450,,,,,,,691,,,859,,924
L1,1997-06-02,109,01,,,19970602,,,,,1,90,270,,1760,670,,01,49,3.6,1,,,Peugeot,SQUAB J-S1A/49,,,,04,,01,607,,,837,,925
MUU,1992-06-29,509,01,,,19920629,,,,,1,5220,12000,,,,,02,6230,,6,,,Same,LASER 130V 4WD-4X4/2750,,,,02,,02,687,,,739,,926
L3,1999-03-16,109,01,,,19990316,,,,,1,400,,,,960,,01,1520,74,,,,Honda,GOLD WING SE-GL1500-SC22/1520,,,,02,,01,420,,,786,,927
O1,2005-04-28,1,01,,,20050428,,,,,,230,750,750,4560,1810,,,,,,,,Kontti,33/290,,,33/290,,,,858,,,043,,928
O1,2005-11-16,1,01,,,20051116,,,,,,190,750,750,4800,1730,,,,,,,,Te-Ho,331/327,,,,,,,049,,,021,,929
MUU,1983-03-09,509,01,,,19830000,,,,,1,3120,7000,,,,,02,3450,,4,,,Fiat,680DT-4X4/2270,,,,02,,02,250,,,398,,930
M1,2000-10-17,,01,,5267095380,20001017,6,,AB,,5,1235,1680,1680,4150,1740,1440,01,1390,55,4,,,Volkswagen,4D GOLF HATCHBACK 1.4-1J/250,,,GOLF,05,,01,541,161,199659,755,WVWZZZ1JZ1,931
MA,2004-03-03,107,01,,,20040303,,,,4,2,350,,,3090,1100,,01,535,34,2,,,Yamaha,VIKING III-VK540E-8AC,,,,01,,01,564,,,904,,932
M1,2004-05-26,,01,,,20040526,Y,2,AB,1,5,1030,1400,1400,3660,1660,1470,01,1490,110,4,true,false,Toyota,2D YARIS TURBO HATCHBACK 1.5-NCP13L-AGMVKW/237,1,5,YARIS TURBO,05,,01,694,163,118998,111,JTDJT12330,933
MA,1997-01-03,107,01,,,19970103,,,,,2,350,,,3020,1040,1200,01,497,30,2,,,Lynx,GLX 5900 FC-503-05,,,,01,,01,851,,,954,,934
M1,2004-10-01,,01,,,20010426,5,,,1,5,1460,1920,1920,4400,1740,,02,1890,85,,true,,Volkswagen,5D GOLF VARIANT 1.9TDI-1J/250,,,GOLF,05,e1*98/14*0071*19,02,615,143,376833,931,WVWZZZ1JZ1,935
M1,1998-10-23,,01,,52491223AB,19981023,2,,AB,,5,950,1370,1370,3730,1610,1420,01,1190,48,4,,,Opel,2D CORSA 1.2-SBF08/244,,,CORSA-B,05,,01,543,151,190401,019,W0L0SBF08X,936
L1,1999-06-17,109,01,,,19980000,,,,,1,75,200,,,650,,01,49,3.6,,,,Peugeot,ZENITH M-FE052/49,,,,01,,01,109,,,138,,937
MA,1997-12-03,107,01,,,19971203,,,,4,2,360,,,2960,1190,,01,668,76,2,,,Lynx,COBRA GRAND TOURING HC-670,,,,02,,01,698,,,961,,938
O4,2007-03-05,12,01,,,20070305,,,,,,6850,30000,30000,8430,2500,,,,,,,,Kome,KPV-3,,,,07,,,845,,,953,,939
M1,2007-06-11,,01,ABBZGX01,NFM5FM52T09014,20070611,2,,AB,,5,1125,1565,1565,3990,1640,1500,01,1190,51,3,,,Skoda,4D FABIA HATCHBACK 1.2-H-51-5J/246,,,FABIA,05,e11*01/116*0291*10,01,111,140,149699,181,TMBBH25J27,940
M1,2005-01-11,,01,R246F0,THBBAA01,20050111,8,,AC,,5,1555,2060,2060,4540,1730,1390,01,1790,105,4,true,,Mercedes-Benz,5D C 180 KOMPRESSOR KOMBI AUTOMATIC-203246/272,,,C 180 KOMPRESSOR,05,e1*98/14*0158*13,01,858,203,123236,043,WDB2032461,941
MUU,1985-09-26,508,01,,,19840000,9,,,1,5,1330,,1730,,1790,,01,1990,,,,,Mercedes-Benz,4DSEDAN 200-123/2800,,,,05,,01,091,,295903,009,WDB1232201,942
M1,1998-11-27,,01,FE11,SA06KJFBF5,19981127,6,,AC,,5,1395,1940,1940,4490,1710,1490,01,1990,100,4,,,Opel,5D VECTRA CARAVAN 2.0 SPORT-JBF35/264,,,VECTRA-B CARAVAN,05,e1*95/54*0044*04,01,564,,354895,904,W0L0JBF35W,943
M1,2005-07-08,,01,,,20050708,8,5,,1,9,2335,2940,2940,5230,1910,,01,3720,170,,true,,Mercedes-Benz,VITO KASTEN 115-639605/343,,,,05,,01,543,309,87339,018,WDF6396051,944
O1,2004-09-27,1,01,,,20040927,,,,,,165,750,750,3950,1650,,,,,,,,Omavalmiste,ROSTRE 750-2500,,,,,,,052,,,625,,945
M1,2005-08-29,,01,U026F0,SGAAA511,20030116,,,,1,5,1735,2260,2260,4820,1820,,02,3220,150,,true,,Mercedes-Benz,4D E 320 CDI SEDAN AUTOMATIC-211026/285,,,E 320 CDI,09,e1*98/14*0183*02,02,061,183,279309,303,WDB2110261,946
M1,2003-07-28,,01,,52492025CS,20030728,Y,,AC,,5,1245,1740,1740,4290,1710,1510,01,1590,74,4,,,Opel,5D ASTRA CARAVAN 1.6-16V-TGF35/261,,,ASTRA-G-CARAVAN,05,,01,778,170,286062,776,W0L0TGF353,947
M1,2004-09-29,,01,,,20000404,0,,,1,5,1640,2180,2180,4480,1730,,01,2670,184,,true,,Audi,4D SEDAN A4 QUATTRO 2.7T-S4-4X4/261,,,SEDAN A4 QUATTRO,05,,01,564,,196500,904,WAUDD68D6Y,948
O1,1999-08-10,1,01,,,19990810,,,,,,160,750,750,3940,1640,,,,,,,,Kärppä,K 125-261 LJ/261,,,,,,,564,,,905,,949
M1,1999-10-25,,01,EE111(L),EE111L-DLMDKW(10),19991025,5,,AB,,5,1160,1580,1580,4270,1690,,01,1330,63,4,,,Toyota,4D COROLLA LIFTBACK 1.3-EE111L-DLMDKW/247,,,COROLLA,05,e11*93/14*0102*00,01,908,,88957,377,SB164EEB10,950
N2,2006-10-17,,01,,,20061017,,,BB,,7,3030,4600,4600,7000,2020,,02,2990,135,,true,false,Mercedes-Benz,SPRINTER 418 CDI-906655-4,6T-KASTEN/4325,2,,,05,,02,018,,407450,072,,951
O1,2007-10-12,1,01,,,20071012,,,,,,180,750,750,4330,1910,,,,,,,,Kärppä,K 150-300 LJ/281,,,,,,,286,,,451,,952
M1,2002-05-30,,01,,5361201149,20020530,5,,AA,,5,1390,1855,1855,4600,1760,1400,01,1740,85,4,,,Peugeot,4D 406 SEDAN 1.8I 16V-8B6FZF/270,,,406,05,,01,684,182,196740,269,VF38B6FZF8,953
M1,2000-02-01,,01,,5313221302,20000201,8,,AB,,5,1155,1600,1600,4170,1700,,01,1580,65,4,,,Citroen,4D XSARA 1.6I-N1NFZF/254,,,XSARA,05,,01,108,,249164,392,VF7N1NFZF3,954
M1,2002-08-09,,01,,52670953CN,20020809,1,,AB,,5,1236,1710,1710,4150,1740,1420,01,1390,55,4,,,Volkswagen,4D GOLF HATCHBACK 1.4-1J/250,,,GOLF,05,,01,272,161,121579,673,WVWZZZ1JZ3,955
N2,2007-02-22,,01,,,20070222,,,,,6,2440,3550,3550,5910,1990,,02,2460,100,,true,,Volkswagen,CRAFTER KASTEN LN-355N-2.5TDI-2EKE2/367,,,CRAFTER,05,,02,297,,212278,711,,956
O2,,13,01,,,19820000,,,,,,740,1100,860,5900,2090,,,,,,,,Solifer,ARTIC 45T/3570,,,,08,,,499,,,656,,957
M1,1998-02-02,,01,,5135284538,19980202,2,,AC,,5,1250,1735,1735,4300,1700,1370,02,1750,66,4,true,,Ford,5D ESCORT STW 1.8TD-ANL/253,,,ESCORT,05,,02,271,172,58045,328,WF0NXXGCAN,958
MUU,,509,01,,,19630000,,,,,1,2300,,,,,,02,3770,,,,,Nuffield,460/1980-63,,,,,,02,050,,,274,,959
MUU,,509,01,,,19740000,,,,,1,2490,,,,,,02,4150,,,,,Belarus,T-400/2180,,,,01,,02,500,,,409,,960
M1,2004-04-02,,01,ZZE121(W),ZZE121L-DWMDKW(1E),20040402,2,,AC,,5,1250,1655,1655,4390,1710,1500,01,1590,81,4,,,Toyota,5D COROLLA STW 1.6-ZZE121L-DWMDKW/260,,,COROLLA,05,e11*98/14*0181*04,01,593,172,98382,768,NMTEZ28E00,961
O1,1981-07-30,1,01,,,19810000,,,,,,120,520,520,2900,1480,,,,,,,,Muuli,PV500/1940,,,,,,,698,,,965,,962
M1,1989-05-04,,01,,,19890000,2,,,1,5,1190,1660,1565,,1690,,01,1990,,4,,,Mercedes-Benz,4D SEDAN 190-201023/2670,,,190,05,,01,694,,274078,117,WDB2010231,963
MUU,1982-12-03,509,01,,,19820000,,,,,1,3650,10000,,,,,02,4400,,4,,,Valmet,903/2330,,,,02,,02,213,,,513,,964
O1,2007-08-22,13,01,,,20070822,,,,,,170,750,750,5500,2070,1010,,,,,,,Aku,750 VL-2/456,,,750 VL-2/456,,,,561,,,325,,965
O1,2002-08-22,1,01,,,20020822,,,,,,190,750,750,3920,1630,,,,,,,,Farmi,75L/270,,,,,,,092,,,014,,966
L1e,2005-04-29,109,01,C,00,20050429,,,,4,2,104,284,284,2050,820,,01,50,1.8,1,,,Aprilia,RX50 R-STC00/50,,6,RX50 R-STC00/50,02,e11*2000/7*00044*04,01,893,,,669,,967
O1,1981-01-21,1,01,,,19810121,,,,,,270,750,750,4540,2070,,,,,,,,KARI-VAUNU,,,,,,,,609,,,297,,968
MUU,,509,01,,,00000000,,,,,1,1100,,,,,,01,1850,,,,,Ferguson,TEA-20,,,,,,01,286,,,529,,969
M1,1998-06-12,,01,AT220(ES),AT220L-AEMNKW(30),19980612,2,,AA,,5,1270,1730,1730,4490,1710,1430,01,1580,81,4,,,Toyota,4D AVENSIS 1.6-AT220L-AEMNKW/263,,,AVENSIS,05,e11*96/79*0077*00,01,290,185,335700,889,SB153ABN00,970
O1,1982-06-23,1,01,,,19820000,,,,,,180,650,650,3750,1640,,,,,,,,Kärppä,KE-VE/2450,,,,,,,149,,,102,,971
MUU,1989-01-20,509,01,,,19890000,,,,,1,3550,8000,,,,,02,3290,,3,,,Valmet,605-4-4X4/2290,,,,02,,02,213,,,512,,972
M1,2003-03-07,,01,CHRFN*,CHRFNF/IF,20030307,1,,AF,,5,1401,1832,1832,4280,1750,1640,01,1990,100,4,,,Citroen,4D XSARA PICASSO MPV 2.0I 16V AUTOMATIC-CHRFNF/276,,,XSARA PICASSO,05,e2*98/14*0153*05,01,853,205,153127,203,VF7CHRFNF3,973
M1,2001-04-11,,01,,5249281524,20010411,Y,,AC,,7,1445,1990,1990,4320,1740,1680,01,1790,92,4,,,Opel,5D ZAFIRA STW 1.8-TGF75/269,,,ZAFIRA-A,05,,01,233,207,332257,622,W0L0TGF751,974
O2,2001-03-22,13,01,,,20010322,,,,,,380,1700,1700,5950,1850,,,,,,,,Omavalmiste,02/1700,,,,08,,,698,,,962,,975
M1,2004-03-23,,01,FYDB1,5CADKC,20040323,6,5,AB,1,5,1144,1590,1590,4170,1700,1440,01,1590,74,4,false,false,Ford,4D FOCUS HATCHBACK 1.6-DAW/262,,,FOCUS,05,e13*97/27*0037*17,01,091,163,121282,002,WF0AXXGCDA,976
O1,2006-06-26,1,01,,,20060626,,,,,,190,750,750,4870,1750,,,,,,,,Muuli,900K/325,,,900K/325,,,,832,,,934,,977
M1,2001-03-30,,01,A,F,20010330,8,,AB,,5,1105,1480,1480,4030,1690,1380,01,1360,55,4,,,Peugeot,4D 306 HATCHBACK 1.4I-7AKFWF/258,,,306,05,e2*98/14*0240*00,01,286,156,102927,468,VF37AKFWF3,978
MA,1999-12-09,107,01,,,19991209,,,,4,1,300,472,,2740,1180,,01,432,33,2,,,Polaris,SPORT-SB4DS/432,,,,02,,01,423,,,214,,979
M1,2000-03-31,,01,,52491223AA,20000331,6,,AB,,5,940,1360,1360,3730,1610,1420,01,970,40,3,,,Opel,2D CORSA 1.0-SBF08/244,,,CORSA-B,05,,01,205,137,156182,875,W0L0SBF08Y,980
N1,2001-07-24,,01,,,20010724,4,,,,3,1830,2800,2800,5010,2000,2150,02,1900,66,4,true,,Fiat,DUCATO 10-230ANMFB-VAN/320,,,DUCATO,05,,02,233,,270442,623,,981
T1,2005-08-19,75,01,,TG5470FHC,20050819,6,,,,1,1810,3350,3350,3410,,2180,02,2197,34,4,,,Iseki,TG5A470FHC-4X4/190,,,ISEKI TG5470FHC,01,e13*2001/3*0110*01,02,091,,,000,,982
O1,1994-09-30,1,01,,,19940930,,,,,,160,500,500,,1640,,,,,,,,Sukkela,25S/2690,,,,,,,398,,,151,,983
O1,1986-09-22,1,01,,,19860000,,,,,,160,560,560,,1580,,,,,,,,Voka,550/2270-2720,,,,,,,049,,,027,,984
M1,2001-11-09,,01,1,1,20011109,6,,AA,,5,1147,1550,1550,4460,1720,1450,01,1390,66,4,,,Honda,4D CIVIC SEDAN 1.4-ES45/263,,,CIVIC,05,e6*98/14*0072*00,01,091,153,342970,009,JHMES45301,985
M1,1987-09-30,,01,,,19870000,1,,,1,5,1180,1655,1555,,1710,,01,1830,,4,,,Toyota,4D CAMRY XL-SV20L-UEMDSW/2600,,,CAMRY,05,,01,893,,196419,669,JT1E0SV200,986
T,1978-02-21,75,01,,,19780000,,,,,1,2620,6795,,,,,02,3470,,4,,,International,475/2190,,,,02,,02,624,,,492,,987
M1G,2007-02-23,26,01,,,19930428,2,,,1,4,1660,2100,2100,4210,1780,,01,1990,85,,,,Opel,3D FRONTERA SPORT 2.0I-52SUD2-4X4/233,,,,05,,01,588,,211566,194,SED52SUD2P,988
M1,2003-03-20,,01,K,R,20030320,4,,AC,,5,1190,1585,1585,4030,1660,1440,01,1580,80,4,,,Peugeot,5D 206 SW 1.6I AUTOMATIC-2KNFUR/244,,,206,05,e2*98/14*0238*02,01,905,179,115875,652,VF32KNFUR4,989
MUU,1981-02-09,509,01,,,19810000,,,,,1,3380,8520,,,,,02,3590,,4,,,Zetor,6945-4X4/2220,,,,02,,02,176,,,839,,990
O1,2001-05-09,1,01,,,20010509,,,,,,190,750,750,4200,1750,,,,,,,,Juhta,750KL/2670,,,,,,,405,,,534,,991
O1,2000-05-12,1,01,,,20000512,8,,,,,140,750,750,3850,1650,,,,,,,,Muuli,1250 XI/250,,,,,,,734,,,241,,992
M1,2000-09-29,,01,,5267361130,20000929,8,4,AA,1,5,1363,1820,1820,4370,1740,1440,02,1890,66,4,true,false,Volkswagen,BORA Sedan (AA) 4ov 1890cm3,,,BORA,05,,02,049,135,390980,023,WVWZZZ1JZ1,993
M1,2005-10-20,,01,SW59,SW5959??,20051020,6,,AC,,5,1632,2150,2150,4720,1800,1460,01,2520,154,5,true,,Volvo,5D V70 STW 2.5T AUTOMATIC-SW5959/276,,,V70,05,e4*01/116*0040*14,01,638,241,172554,067,YV1SW59596,994
M1,1993-04-14,,01,,,19930414,2,,,1,5,940,1370,1370,4090,1700,,01,1340,55,4,,,Honda,2D CIVIC DX HATCHBACK-EG332/257,,,CIVIC,05,,01,405,,251169,533,JHMEG33200,995
MUU,1997-01-07,509,01,,,19970107,,,,,1,4190,8000,,,,,02,4390,70,4,true,,Valmet,6400-4-4X4/233,,,,02,,02,623,,,518,,996
MUU,1987-04-28,509,01,,,19870000,,,,,1,3040,6120,,,,,02,3910,,4,,,Case International,1-685XL/2240,,,,02,,02,286,,,453,,997
MUU,1988-03-11,13,01,,,19880000,,,,,,250,,750,,1870,,,,,,,,Omavalmiste,T750/2520+650,,,,,,,564,,,908,,998
MTK,1998-04-22,89,01,,,19980422,,,,1,1,9260,14000,14000,8500,2440,3900,02,4400,82,4,true,,Lännen,740-4X4/234,,,,09,,02,287,,,641,,999
